#,Name,Date of birth,Date of death,Date of burial,From,Died in the area of,Rank,Military Unit,Sources
4150,Oleh Kovalenko Mykolayovych,"March 31, 1974",85,?,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Odesa Oblast,Captain,Battalion 2,"https://example6.com, https://example2.com, https://example3.com, https://example7.com, https://example10.com, https://example3.com, https://example10.com, https://example10.com"
4151,Volodymyr Bondarenko Oleksandrovych,"August 01, 2000",68,?,Kyiv Oblast,Chernivtsi Oblast,Captain,Recon Squad,"https://example7.com, https://example1.com, https://example3.com, https://example6.com"
4152,Oleh Zinchenko Mykhailovych,"October 17, 1988",94,"March 12, 2024",Zhytomyr Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Senior soldier,Infantry,"https://example8.com, https://example8.com, https://example5.com, https://example5.com"
4153,Ihor Tkachuk Mykolayovych,"May 21, 1968",56,?,Kharkiv Oblast,Zhytomyr Oblast,Sergeant,Unknown,"https://example6.com, https://example5.com, https://example9.com, https://example7.com"
4154,Serhiy Bondarenko Volodymyrovych,"August 30, 1991",96,"February 21, 2023",Chernivtsi Oblast,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Colonel,Battalion 1,"https://example9.com, https://example4.com, https://example1.com, https://example4.com"
4155,Mykola Bibikov Mykhailovych,"February 12, 1976",52,?,Odesa Oblast,Kharkiv Oblast,Private,Battalion 2,"https://example8.com, https://example7.com, https://example8.com, https://example6.com, https://example5.com, https://example9.com, https://example8.com"
4156,Oleksandr Zinchenko Volodymyrovych,"July 21, 1982",89,"May 08, 2022","Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Kharkiv Oblast,Major,Battalion 2,"https://example10.com, https://example6.com, https://example2.com, https://example7.com, https://example9.com, https://example9.com, https://example4.com, https://example6.com"
4157,Ihor Bondarenko Mykolayovych,"March 13, 1997",82,?,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Chernivtsi Oblast,Senior soldier,Battalion 2,"https://example3.com, https://example2.com, https://example2.com, https://example3.com, https://example7.com, https://example2.com, https://example2.com"
4158,Volodymyr Kravchenko Serhiyovych,"February 28, 1979",61,?,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Kyiv Oblast,Private,Battalion 1,"https://example5.com, https://example3.com, https://example4.com, https://example5.com, https://example8.com, https://example5.com, https://example10.com"
4159,Yuriy Hrytsenko Petrovych,"January 20, 1980",60,"February 09, 2022",Donetsk Oblast,Lviv Oblast,Senior soldier,Battalion 2,"https://example1.com, https://example4.com, https://example7.com, https://example3.com"
4160,Dmytro Bibikov Romanovych,"April 25, 1967",90,?,Donetsk Oblast,Kharkiv Oblast,Private,Unknown,"https://example1.com, https://example4.com, https://example7.com, https://example5.com, https://example10.com, https://example9.com, https://example10.com"
4161,Oleksandr Sakalo Yuriyovych,"March 01, 1991",10,"June 30, 2024",Kyiv Oblast,Odesa Oblast,Major,Battalion 2,"https://example3.com, https://example9.com, https://example9.com, https://example6.com, https://example6.com, https://example3.com, https://example4.com, https://example9.com"
4162,Ihor Shevchenko Vasyl'ovych,"November 09, 1975",39,?,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Kharkiv Oblast,Lieutenant,Infantry,"https://example10.com, https://example9.com, https://example9.com"
4163,Roman Zinchenko Vasyl'ovych,"November 01, 1984",11,"June 03, 2023",Kharkiv Oblast,Chernivtsi Oblast,Colonel,Battalion 1,"https://example10.com, https://example4.com, https://example2.com, https://example6.com, https://example9.com, https://example9.com, https://example2.com"
4164,Volodymyr Lysenko Romanovych,"February 21, 1983",28,?,Zhytomyr Oblast,Zhytomyr Oblast,Sergeant,Infantry,"https://example5.com, https://example1.com, https://example8.com, https://example10.com, https://example6.com"
4165,Ihor Kravchenko Oleksandrovych,"September 15, 1986",62,?,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Odesa Oblast,Major,Infantry,"https://example3.com, https://example10.com, https://example10.com, https://example4.com, https://example9.com, https://example2.com, https://example5.com, https://example2.com"
4166,Ihor Tkachuk Petrovych,"January 23, 1999",32,?,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast","Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Senior soldier,Recon Squad,"https://example1.com, https://example8.com, https://example7.com, https://example5.com"
4167,Ihor Bibikov Mykolayovych,"December 24, 1978",73,"January 09, 2023","Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Donetsk Oblast,Private,Battalion 2,"https://example8.com, https://example7.com, https://example4.com, https://example3.com, https://example1.com, https://example2.com, https://example6.com, https://example4.com"
4168,Volodymyr Bibikov Ivanovych,"June 15, 1963",85,"April 21, 2023",Kyiv Oblast,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Major,Unknown,"https://example7.com, https://example3.com, https://example9.com, https://example9.com, https://example6.com, https://example8.com, https://example9.com"
4169,Roman Kovalenko Petrovych,"November 04, 1968",26,"September 16, 2023",Lviv Oblast,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Captain,Battalion 2,"https://example8.com, https://example9.com, https://example10.com, https://example9.com, https://example1.com, https://example9.com"
4170,Yuriy Lysenko Oleksandrovych,"July 26, 1967",20,?,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Odesa Oblast,Senior soldier,Unknown,"https://example10.com, https://example3.com, https://example10.com, https://example5.com"
4171,Oleksandr Kovalenko Romanovych,"January 12, 1970",12,?,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Major,Infantry,"https://example10.com, https://example1.com, https://example2.com, https://example1.com, https://example5.com, https://example6.com"
4172,Oleh Bibikov Serhiyovych,"February 27, 1983",57,"November 21, 2022","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Odesa Oblast,Sergeant,Infantry,"https://example4.com, https://example9.com, https://example6.com"
4173,Yuriy Shevchenko Oleksandrovych,"September 09, 1980",8,"April 24, 2023",Donetsk Oblast,Kharkiv Oblast,Lieutenant,Infantry,"https://example1.com, https://example2.com, https://example10.com, https://example9.com, https://example8.com, https://example1.com"
4174,Roman Lysenko Oleksandrovych,"May 05, 1961",15,?,Chernivtsi Oblast,Donetsk Oblast,Captain,Battalion 1,"https://example6.com, https://example2.com, https://example10.com"
4175,Roman Tkachuk Petrovych,"August 25, 1981",96,"November 01, 2022",Donetsk Oblast,Kyiv Oblast,Colonel,Battalion 1,"https://example2.com, https://example7.com, https://example2.com, https://example4.com, https://example1.com, https://example2.com"
4176,Andrij Lysenko Vasyl'ovych,"April 27, 1994",94,"September 05, 2023",Lviv Oblast,Kharkiv Oblast,Sergeant,Recon Squad,"https://example7.com, https://example10.com, https://example6.com"
4177,Mykola Tkachuk Oleksandrovych,"March 10, 1993",87,"August 05, 2023",Kyiv Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Sergeant,Battalion 2,"https://example4.com, https://example6.com, https://example4.com, https://example5.com, https://example3.com, https://example5.com, https://example7.com, https://example7.com"
4178,Roman Zinchenko Ivanovych,"September 03, 1992",92,"July 17, 2023",Zhytomyr Oblast,Zhytomyr Oblast,Senior soldier,Unknown,"https://example9.com, https://example9.com, https://example5.com, https://example9.com, https://example4.com"
4179,Dmytro Shevchenko Mykhailovych,"December 19, 1996",24,?,Donetsk Oblast,Odesa Oblast,Colonel,Battalion 1,"https://example1.com, https://example7.com, https://example5.com, https://example1.com"
4180,Serhiy Sakalo Vasyl'ovych,"August 31, 1977",47,"September 09, 2024",Chernivtsi Oblast,Donetsk Oblast,Major,Battalion 1,"https://example4.com, https://example8.com, https://example5.com, https://example9.com, https://example7.com, https://example10.com"
4181,Oleksandr Kovalenko Yuriyovych,"February 25, 1993",13,"July 20, 2024","Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Chernivtsi Oblast,Captain,Recon Squad,"https://example5.com, https://example1.com, https://example10.com, https://example4.com, https://example2.com, https://example10.com"
4182,Roman Lysenko Oleksandrovych,"March 01, 1990",88,"March 30, 2023",Lviv Oblast,Zhytomyr Oblast,Lieutenant,Unknown,"https://example7.com, https://example9.com, https://example1.com, https://example5.com, https://example1.com, https://example5.com"
4183,Oleksandr Bibikov Oleksandrovych,"November 15, 1982",5,?,Zhytomyr Oblast,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Colonel,Infantry,"https://example2.com, https://example4.com, https://example6.com, https://example9.com, https://example6.com, https://example6.com"
4184,Serhiy Zinchenko Volodymyrovych,"October 02, 1976",53,"November 05, 2022",Odesa Oblast,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Captain,Infantry,"https://example9.com, https://example5.com, https://example9.com, https://example4.com, https://example2.com, https://example8.com"
4185,Andrij Kovalenko Romanovych,"January 26, 1977",67,?,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Zhytomyr Oblast,Colonel,Infantry,"https://example3.com, https://example7.com, https://example8.com"
4186,Oleksandr Kravchenko Yuriyovych,"October 13, 1968",17,"December 22, 2022","Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Donetsk Oblast,Captain,Battalion 1,"https://example4.com, https://example2.com, https://example1.com, https://example4.com, https://example4.com, https://example5.com, https://example7.com, https://example1.com"
4187,Roman Zinchenko Petrovych,"December 14, 1965",8,"April 25, 2022","Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Private,Unknown,"https://example5.com, https://example7.com, https://example10.com, https://example9.com, https://example4.com, https://example7.com, https://example6.com"
4188,Ihor Shevchenko Serhiyovych,"September 19, 1989",5,?,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Kyiv Oblast,Private,Infantry,"https://example10.com, https://example5.com, https://example1.com, https://example9.com, https://example7.com"
4189,Yuriy Bibikov Petrovych,"August 06, 1975",24,"December 27, 2023",Kharkiv Oblast,Lviv Oblast,Sergeant,Battalion 2,"https://example5.com, https://example9.com, https://example3.com, https://example6.com, https://example4.com, https://example2.com"
4190,Mykola Shevchenko Mykolayovych,"January 03, 2000",53,?,Lviv Oblast,Lviv Oblast,Lieutenant,Battalion 2,"https://example5.com, https://example7.com, https://example7.com, https://example6.com"
4191,Yuriy Hrytsenko Ivanovych,"March 08, 1971",22,"July 26, 2024","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Donetsk Oblast,Sergeant,Unknown,"https://example5.com, https://example9.com, https://example8.com, https://example5.com, https://example4.com, https://example7.com"
4192,Oleksandr Shevchenko Volodymyrovych,"November 27, 1964",25,"April 15, 2022","Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Odesa Oblast,Senior soldier,Recon Squad,"https://example9.com, https://example6.com, https://example1.com, https://example5.com"
4193,Roman Zinchenko Serhiyovych,"September 28, 1980",32,?,Kharkiv Oblast,Odesa Oblast,Lieutenant,Unknown,"https://example2.com, https://example8.com, https://example4.com, https://example9.com, https://example2.com, https://example7.com, https://example3.com, https://example10.com"
4194,Andrij Tkachuk Volodymyrovych,"April 30, 1998",27,"March 03, 2023",Odesa Oblast,Lviv Oblast,Major,Unknown,"https://example7.com, https://example8.com, https://example3.com, https://example1.com, https://example4.com, https://example8.com"
4195,Mykola Bibikov Yuriyovych,"May 01, 1967",95,"December 28, 2022",Kyiv Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Senior soldier,Battalion 2,"https://example10.com, https://example8.com, https://example7.com"
4196,Volodymyr Zinchenko Volodymyrovych,"December 19, 1980",62,"January 29, 2022",Odesa Oblast,Kyiv Oblast,Lieutenant,Recon Squad,"https://example10.com, https://example4.com, https://example1.com, https://example6.com, https://example2.com, https://example4.com, https://example9.com, https://example3.com"
4197,Ihor Sakalo Ivanovych,"December 20, 1987",11,?,Chernivtsi Oblast,Odesa Oblast,Senior soldier,Battalion 1,"https://example1.com, https://example2.com, https://example6.com, https://example7.com, https://example3.com"
4198,Volodymyr Lysenko Romanovych,"December 05, 1983",92,?,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast","Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Private,Unknown,"https://example4.com, https://example10.com, https://example9.com, https://example5.com"
4199,Oleksandr Lysenko Petrovych,"October 11, 1999",93,"December 12, 2024","Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Zhytomyr Oblast,Lieutenant,Battalion 2,"https://example10.com, https://example4.com, https://example3.com, https://example7.com, https://example8.com, https://example9.com"
4200,Yuriy Hrytsenko Mykolayovych,"September 13, 1993",0,"September 25, 2022",Lviv Oblast,Lviv Oblast,Colonel,Battalion 1,"https://example6.com, https://example8.com, https://example7.com, https://example4.com, https://example5.com, https://example1.com, https://example7.com"
