#,Name,Date of birth,Date of death,Date of burial,From,Died in the area of,Rank,Military Unit,Sources
9334,Oleh Bibikov Mykolayovych,"January 18, 1961","January 17, 2024","September 18, 2024",Zhytomyr Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Captain,Infantry,"https://example1.com, https://example1.com, https://example6.com, https://example3.com, https://example10.com, https://example3.com"
9335,Serhiy Bondarenko Oleksandrovych,"August 07, 1997","February 25, 2024",?,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Kyiv Oblast,Colonel,Infantry,"https://example10.com, https://example9.com, https://example1.com, https://example10.com, https://example1.com, https://example8.com"
9336,Volodymyr Kovalenko Ivanovych,"May 08, 1983","May 28, 2023",?,Zhytomyr Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Captain,Special Forces,"https://example10.com, https://example2.com, https://example6.com, https://example9.com, https://example3.com, https://example8.com, https://example9.com"
9337,Mykola Tkachuk Serhiyovych,"April 04, 1961","January 08, 2022",?,Kyiv Oblast,Donetsk Oblast,Sergeant,Battalion 2,"https://example5.com, https://example5.com, https://example9.com, https://example4.com"
9338,Dmytro Bondarenko Mykolayovych,"October 13, 1966","January 07, 2022","March 06, 2023",Zhytomyr Oblast,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Captain,Special Forces,"https://example5.com, https://example5.com, https://example10.com"
9339,Serhiy Zinchenko Ivanovych,"December 20, 1998","August 10, 2023",?,Odesa Oblast,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Senior soldier,Battalion 1,"https://example8.com, https://example2.com, https://example3.com"
9340,Ihor Sakalo Yuriyovych,"December 06, 1971","May 08, 2023",?,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast","Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Private,Battalion 2,"https://example3.com, https://example10.com, https://example8.com, https://example10.com"
9341,Oleh Bibikov Romanovych,"July 21, 1985","June 26, 2022",?,Kharkiv Oblast,Chernivtsi Oblast,Sergeant,Battalion 2,"https://example8.com, https://example8.com, https://example9.com, https://example9.com, https://example7.com"
9342,Roman Shevchenko Mykolayovych,"August 04, 1994","July 27, 2024",?,Kyiv Oblast,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Captain,Battalion 1,"https://example7.com, https://example7.com, https://example4.com, https://example2.com"
9343,Volodymyr Kravchenko Mykhailovych,"November 09, 1978","August 31, 2022","March 06, 2024",Odesa Oblast,Lviv Oblast,Captain,Battalion 1,"https://example6.com, https://example10.com, https://example2.com"
9344,Roman Kravchenko Serhiyovych,"June 06, 1960","March 05, 2024",?,Kharkiv Oblast,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Sergeant,Infantry,"https://example4.com, https://example2.com, https://example7.com, https://example3.com, https://example4.com"
9345,Yuriy Lysenko Mykolayovych,"August 20, 1969","October 06, 2023",?,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Zhytomyr Oblast,Major,Recon Squad,"https://example1.com, https://example6.com, https://example8.com, https://example10.com, https://example4.com, https://example10.com, https://example7.com, https://example10.com"
9346,Yuriy Hrytsenko Serhiyovych,"October 05, 1981","September 06, 2022",?,Donetsk Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Sergeant,Special Forces,"https://example3.com, https://example5.com, https://example8.com, https://example7.com, https://example2.com, https://example1.com"
9347,Ihor Bondarenko Serhiyovych,"October 28, 1992","August 09, 2022",?,Kharkiv Oblast,Zhytomyr Oblast,Sergeant,Infantry,"https://example1.com, https://example9.com, https://example5.com, https://example2.com, https://example5.com"
9348,Dmytro Hrytsenko Serhiyovych,"May 15, 1993","September 03, 2024","February 07, 2023",Kharkiv Oblast,Lviv Oblast,Senior soldier,Unknown,"https://example8.com, https://example6.com, https://example7.com, https://example8.com, https://example3.com, https://example4.com"
9349,Oleksandr Kravchenko Mykolayovych,"May 22, 1966","May 04, 2024","September 20, 2024",Chernivtsi Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Sergeant,Special Forces,"https://example3.com, https://example6.com, https://example2.com, https://example6.com, https://example4.com, https://example9.com, https://example4.com"
9350,Mykola Bondarenko Ivanovych,"June 15, 1966","July 03, 2024","March 27, 2024",Odesa Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Private,Special Forces,"https://example8.com, https://example10.com, https://example6.com, https://example6.com, https://example10.com, https://example5.com"
9351,Dmytro Bibikov Petrovych,"February 10, 1973","November 05, 2022",?,Zhytomyr Oblast,Odesa Oblast,Major,Battalion 2,"https://example5.com, https://example3.com, https://example2.com, https://example7.com, https://example3.com, https://example9.com"
9352,Ihor Bibikov Ivanovych,"May 15, 1977","December 13, 2024",?,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Donetsk Oblast,Senior soldier,Battalion 1,"https://example6.com, https://example4.com, https://example6.com, https://example2.com"
9353,Oleksandr Sakalo Ivanovych,"May 25, 1980","September 19, 2022","January 11, 2022",Zhytomyr Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Senior soldier,Unknown,"https://example2.com, https://example5.com, https://example4.com, https://example3.com, https://example10.com, https://example1.com, https://example3.com"
9354,Andrij Zinchenko Oleksandrovych,"January 10, 1972","August 26, 2022","April 11, 2022",Kyiv Oblast,Kyiv Oblast,Senior soldier,Unknown,"https://example6.com, https://example4.com, https://example4.com, https://example10.com"
9355,Ihor Shevchenko Mykolayovych,"November 29, 1976","September 06, 2023",?,Odesa Oblast,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Captain,Special Forces,"https://example3.com, https://example5.com, https://example8.com"
9356,Yuriy Zinchenko Volodymyrovych,"November 30, 1976","November 29, 2023","September 15, 2023","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Chernivtsi Oblast,Sergeant,Battalion 2,"https://example8.com, https://example6.com, https://example1.com, https://example9.com"
9357,Serhiy Kovalenko Volodymyrovych,"July 01, 1962","March 18, 2023",?,Kyiv Oblast,Donetsk Oblast,Private,Special Forces,"https://example4.com, https://example8.com, https://example9.com"
9358,Ihor Bibikov Serhiyovych,"October 26, 1993","March 16, 2024",?,Kharkiv Oblast,Kyiv Oblast,Senior soldier,Battalion 2,"https://example5.com, https://example8.com, https://example7.com, https://example4.com, https://example5.com, https://example8.com, https://example8.com, https://example3.com"
9359,Roman Sakalo Serhiyovych,"December 19, 1997","June 02, 2023","February 26, 2022",Kyiv Oblast,Odesa Oblast,Major,Unknown,"https://example9.com, https://example1.com, https://example8.com, https://example8.com, https://example4.com, https://example3.com"
9360,Oleh Lysenko Volodymyrovych,"July 10, 1990","May 13, 2023","August 20, 2024",Zhytomyr Oblast,Zhytomyr Oblast,Captain,Battalion 1,"https://example2.com, https://example6.com, https://example6.com, https://example3.com, https://example2.com, https://example10.com"
9361,Dmytro Kovalenko Vasyl'ovych,"April 20, 1988","February 11, 2024","March 10, 2024",Donetsk Oblast,Odesa Oblast,Lieutenant,Recon Squad,"https://example9.com, https://example1.com, https://example9.com, https://example4.com, https://example1.com, https://example1.com"
9362,Oleksandr Shevchenko Volodymyrovych,"September 09, 1973","March 29, 2024","July 22, 2022",Kyiv Oblast,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Lieutenant,Infantry,"https://example4.com, https://example3.com, https://example2.com, https://example2.com, https://example1.com, https://example1.com, https://example2.com"
9363,Ihor Kovalenko Petrovych,"August 23, 1976","January 16, 2023",?,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Senior soldier,Infantry,"https://example10.com, https://example5.com, https://example4.com, https://example2.com, https://example8.com, https://example4.com, https://example1.com, https://example4.com"
9364,Volodymyr Shevchenko Mykolayovych,"December 17, 1978","November 19, 2024","November 04, 2023",Odesa Oblast,Lviv Oblast,Sergeant,Battalion 1,"https://example8.com, https://example9.com, https://example8.com"
9365,Serhiy Bondarenko Vasyl'ovych,"May 06, 1994","June 04, 2022",?,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Zhytomyr Oblast,Major,Infantry,"https://example8.com, https://example7.com, https://example4.com, https://example3.com, https://example4.com, https://example2.com, https://example9.com, https://example1.com"
9366,Oleksandr Zinchenko Yuriyovych,"December 18, 1986","December 19, 2024",?,Donetsk Oblast,Odesa Oblast,Private,Unknown,"https://example3.com, https://example3.com, https://example6.com, https://example6.com"
9367,Oleksandr Zinchenko Ivanovych,"November 09, 1989","April 03, 2024","May 25, 2023",Chernivtsi Oblast,Zhytomyr Oblast,Major,Unknown,"https://example5.com, https://example8.com, https://example10.com, https://example1.com"
9368,Mykola Kravchenko Vasyl'ovych,"August 06, 1961","April 29, 2022","June 07, 2023",Odesa Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Captain,Battalion 1,"https://example7.com, https://example8.com, https://example9.com, https://example3.com, https://example6.com, https://example5.com, https://example4.com"
9369,Yuriy Tkachuk Yuriyovych,"June 22, 1999","November 03, 2024",?,Zhytomyr Oblast,Lviv Oblast,Captain,Battalion 2,"https://example1.com, https://example10.com, https://example9.com, https://example1.com, https://example10.com"
9370,Ihor Shevchenko Mykolayovych,"March 01, 1988","August 30, 2023",?,Chernivtsi Oblast,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Private,Unknown,"https://example9.com, https://example10.com, https://example8.com, https://example2.com, https://example1.com, https://example3.com"
9371,Oleksandr Bibikov Volodymyrovych,"August 09, 1970","March 23, 2023",?,Donetsk Oblast,Kharkiv Oblast,Sergeant,Battalion 1,"https://example10.com, https://example9.com, https://example4.com, https://example10.com"
9372,Yuriy Hrytsenko Yuriyovych,"March 20, 1965","April 30, 2024",?,Kharkiv Oblast,Donetsk Oblast,Sergeant,Battalion 1,"https://example2.com, https://example2.com, https://example1.com, https://example6.com"
9373,Yuriy Bondarenko Yuriyovych,"July 15, 1964","February 21, 2024",?,Lviv Oblast,Zhytomyr Oblast,Senior soldier,Special Forces,"https://example9.com, https://example10.com, https://example7.com, https://example10.com, https://example10.com, https://example3.com, https://example3.com"
9374,Dmytro Tkachuk Yuriyovych,"May 10, 1993","July 22, 2023",?,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Kharkiv Oblast,Senior soldier,Unknown,"https://example1.com, https://example10.com, https://example6.com"
9375,Oleksandr Hrytsenko Mykhailovych,"November 26, 1973","April 12, 2024","July 05, 2022",Chernivtsi Oblast,Kharkiv Oblast,Sergeant,Special Forces,"https://example5.com, https://example3.com, https://example6.com, https://example5.com, https://example6.com, https://example8.com, https://example8.com"
9376,Roman Tkachuk Serhiyovych,"August 08, 1968","May 25, 2022","November 18, 2024",Lviv Oblast,Donetsk Oblast,Colonel,Battalion 1,"https://example8.com, https://example2.com, https://example9.com, https://example6.com, https://example2.com, https://example6.com"
9377,Roman Tkachuk Mykhailovych,"November 30, 1986","May 06, 2022","July 16, 2022",Kyiv Oblast,Kyiv Oblast,Colonel,Special Forces,"https://example5.com, https://example4.com, https://example2.com, https://example3.com, https://example2.com"
9378,Volodymyr Shevchenko Serhiyovych,"April 06, 1977","November 07, 2023",?,Lviv Oblast,Zhytomyr Oblast,Lieutenant,Unknown,"https://example3.com, https://example1.com, https://example10.com"
9379,Yuriy Zinchenko Mykhailovych,"May 25, 1983","March 18, 2022","September 19, 2024","Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Colonel,Infantry,"https://example5.com, https://example4.com, https://example6.com, https://example1.com"
9380,Mykola Bibikov Volodymyrovych,"April 13, 1978","November 13, 2024",?,Zhytomyr Oblast,Odesa Oblast,Sergeant,Recon Squad,"https://example1.com, https://example2.com, https://example4.com, https://example9.com, https://example5.com, https://example2.com"
9381,Ihor Hrytsenko Mykolayovych,"July 02, 1973","December 23, 2023","May 09, 2022","Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast","Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Sergeant,Battalion 1,"https://example6.com, https://example3.com, https://example5.com"
9382,Dmytro Zinchenko Volodymyrovych,"June 03, 1960","April 02, 2022","June 03, 2023","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast","Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Private,Recon Squad,"https://example9.com, https://example8.com, https://example7.com, https://example10.com, https://example1.com, https://example9.com, https://example2.com"
9383,Dmytro Shevchenko Romanovych,"March 09, 1960","February 23, 2023","September 20, 2023",Donetsk Oblast,Odesa Oblast,Major,Battalion 1,"https://example5.com, https://example6.com, https://example5.com, https://example2.com, https://example4.com, https://example5.com, https://example3.com"
